Source,Target,Type,Weight
9777at7147,20708at7147,Undirected,4
9777at7147,19232at7147,Undirected,81
9777at7147,12806at7147,Undirected,32
9777at7147,26963at7147,Undirected,6
9777at7147,36823at7147,Undirected,4
9777at7147,4922at7147,Undirected,12
14270at7147,56578at7147,Undirected,32
14270at7147,38651at7147,Undirected,1
14270at7147,47053at7147,Undirected,7
14270at7147,40052at7147,Undirected,8
14270at7147,27936at7147,Undirected,76
14270at7147,44758at7147,Undirected,1
14270at7147,27370at7147,Undirected,3
14270at7147,14862at7147,Undirected,6
14270at7147,34725at7147,Undirected,1
14270at7147,43432at7147,Undirected,1
14270at7147,45748at7147,Undirected,1
14270at7147,20050at7147,Undirected,1
14270at7147,2590at7147,Undirected,33
14270at7147,1224at7147,Undirected,3
72354at7147,2918at7147,Undirected,23
72354at7147,65163at7147,Undirected,2
72354at7147,38855at7147,Undirected,3
72354at7147,25449at7147,Undirected,68
72354at7147,14801at7147,Undirected,10
72354at7147,68649at7147,Undirected,38
72354at7147,18262at7147,Undirected,2
72354at7147,67439at7147,Undirected,2
72354at7147,49176at7147,Undirected,1
72354at7147,73420at7147,Undirected,1
72354at7147,21880at7147,Undirected,2
72354at7147,53336at7147,Undirected,2
72354at7147,11083at7147,Undirected,1
72354at7147,33614at7147,Undirected,1
72354at7147,51315at7147,Undirected,6
72354at7147,13936at7147,Undirected,2
72354at7147,22578at7147,Undirected,3
72354at7147,48534at7147,Undirected,1
72354at7147,17796at7147,Undirected,2
72354at7147,54756at7147,Undirected,4
9303at7147,39607at7147,Undirected,3
9303at7147,67772at7147,Undirected,97
9303at7147,20982at7147,Undirected,1
9303at7147,35326at7147,Undirected,89
9303at7147,7349at7147,Undirected,1
9303at7147,41342at7147,Undirected,3
35260at7147,45641at7147,Undirected,47
35260at7147,46985at7147,Undirected,13
35260at7147,25640at7147,Undirected,1
35260at7147,10162at7147,Undirected,1
35260at7147,5553at7147,Undirected,96
35260at7147,53126at7147,Undirected,29
35260at7147,38001at7147,Undirected,5
36428at7147,71120at7147,Undirected,2
36428at7147,9679at7147,Undirected,61
36428at7147,35396at7147,Undirected,89
36428at7147,3500at7147,Undirected,1
36428at7147,12434at7147,Undirected,4
36428at7147,65219at7147,Undirected,3
36428at7147,8414at7147,Undirected,1
36428at7147,56815at7147,Undirected,1
36428at7147,35471at7147,Undirected,1
36428at7147,1712at7147,Undirected,4
36428at7147,9792at7147,Undirected,5
36428at7147,65583at7147,Undirected,2
36428at7147,15520at7147,Undirected,1
36428at7147,16926at7147,Undirected,3
36428at7147,30931at7147,Undirected,2
67323at7147,33709at7147,Undirected,57
67323at7147,72346at7147,Undirected,1
67323at7147,60480at7147,Undirected,1
67323at7147,13499at7147,Undirected,6
67323at7147,34952at7147,Undirected,87
67323at7147,53747at7147,Undirected,5
67323at7147,7955at7147,Undirected,6
67323at7147,3937at7147,Undirected,1
67323at7147,65636at7147,Undirected,3
67323at7147,46666at7147,Undirected,2
67323at7147,23111at7147,Undirected,21
45771at7147,26468at7147,Undirected,1
45771at7147,55278at7147,Undirected,1
45771at7147,30832at7147,Undirected,1
45771at7147,2302at7147,Undirected,88
45771at7147,48664at7147,Undirected,25
45771at7147,56061at7147,Undirected,1
45771at7147,19617at7147,Undirected,3
45771at7147,27701at7147,Undirected,1
45771at7147,7426at7147,Undirected,3
45771at7147,35021at7147,Undirected,1
45771at7147,36951at7147,Undirected,49
45771at7147,59918at7147,Undirected,12
23803at7147,1739at7147,Undirected,9
23803at7147,34597at7147,Undirected,3
23803at7147,51812at7147,Undirected,72
23803at7147,27388at7147,Undirected,1
23803at7147,48316at7147,Undirected,1
23803at7147,62219at7147,Undirected,3
23803at7147,1636at7147,Undirected,1
23803at7147,23079at7147,Undirected,1
23803at7147,63978at7147,Undirected,1
23803at7147,3700at7147,Undirected,11
23803at7147,35266at7147,Undirected,78
23803at7147,28348at7147,Undirected,1
61306at7147,63868at7147,Undirected,9
61306at7147,5203at7147,Undirected,3
61306at7147,59202at7147,Undirected,9
61306at7147,71142at7147,Undirected,71
61306at7147,59846at7147,Undirected,4
61306at7147,73112at7147,Undirected,1
61306at7147,58470at7147,Undirected,84
61306at7147,33629at7147,Undirected,6
61306at7147,27633at7147,Undirected,1
61306at7147,9844at7147,Undirected,2
61306at7147,11870at7147,Undirected,1
61306at7147,66038at7147,Undirected,1
32378at7147,22804at7147,Undirected,18
32378at7147,66764at7147,Undirected,20
32378at7147,56228at7147,Undirected,37
32378at7147,62098at7147,Undirected,37
32378at7147,25199at7147,Undirected,1
32378at7147,24608at7147,Undirected,1
42387at7147,70904at7147,Undirected,100
42387at7147,2334at7147,Undirected,1
42387at7147,612at7147,Undirected,33
42387at7147,65163at7147,Undirected,1
42387at7147,7870at7147,Undirected,6
42387at7147,15247at7147,Undirected,1
42387at7147,5566at7147,Undirected,12
42387at7147,47156at7147,Undirected,22
42387at7147,22228at7147,Undirected,1
42387at7147,35836at7147,Undirected,19
42387at7147,13719at7147,Undirected,3
42387at7147,39801at7147,Undirected,1
35266at7147,30675at7147,Undirected,1
35266at7147,7526at7147,Undirected,1
35266at7147,42766at7147,Undirected,1
35266at7147,2377at7147,Undirected,96
35266at7147,23803at7147,Undirected,82
35266at7147,2841at7147,Undirected,9
35266at7147,5281at7147,Undirected,3
35266at7147,51812at7147,Undirected,1
57006at7147,1460at7147,Undirected,1
57006at7147,48749at7147,Undirected,1
57006at7147,4886at7147,Undirected,12
57006at7147,45850at7147,Undirected,55
57006at7147,25199at7147,Undirected,4
57006at7147,61996at7147,Undirected,9
57006at7147,45268at7147,Undirected,1
57006at7147,69589at7147,Undirected,7
57006at7147,52836at7147,Undirected,1
57006at7147,3283at7147,Undirected,1
57006at7147,3521at7147,Undirected,14
57006at7147,21851at7147,Undirected,80
57006at7147,2407at7147,Undirected,1
57006at7147,36257at7147,Undirected,1
57006at7147,53166at7147,Undirected,2
38651at7147,13510at7147,Undirected,1
38651at7147,10927at7147,Undirected,2
38651at7147,67439at7147,Undirected,79
38651at7147,14270at7147,Undirected,1
38651at7147,38865at7147,Undirected,7
38651at7147,65155at7147,Undirected,3
38651at7147,7309at7147,Undirected,1
38651at7147,68649at7147,Undirected,2
38651at7147,20050at7147,Undirected,90
38651at7147,765at7147,Undirected,1
38651at7147,13267at7147,Undirected,1
37754at7147,52551at7147,Undirected,2
37754at7147,24567at7147,Undirected,1
37754at7147,53753at7147,Undirected,1
37754at7147,23969at7147,Undirected,80
37754at7147,17155at7147,Undirected,32
37754at7147,17067at7147,Undirected,4
37754at7147,70261at7147,Undirected,18
37754at7147,49563at7147,Undirected,58
62316at7147,72251at7147,Undirected,11
62316at7147,9608at7147,Undirected,23
62316at7147,30816at7147,Undirected,5
62316at7147,63838at7147,Undirected,5
62316at7147,27815at7147,Undirected,28
62316at7147,30760at7147,Undirected,1
62316at7147,5771at7147,Undirected,35
62316at7147,67421at7147,Undirected,57
62316at7147,29352at7147,Undirected,7
62316at7147,73648at7147,Undirected,6
62316at7147,55500at7147,Undirected,3
62316at7147,8820at7147,Undirected,1
62316at7147,61425at7147,Undirected,1
62316at7147,24567at7147,Undirected,5
62316at7147,10251at7147,Undirected,7
62316at7147,33638at7147,Undirected,1
48575at7147,39777at7147,Undirected,3
48575at7147,18521at7147,Undirected,1
48575at7147,23744at7147,Undirected,96
48575at7147,43558at7147,Undirected,1
48575at7147,7181at7147,Undirected,56
48575at7147,50127at7147,Undirected,1
48575at7147,24337at7147,Undirected,20
48575at7147,5281at7147,Undirected,16
63427at7147,2656at7147,Undirected,20
63427at7147,56287at7147,Undirected,5
63427at7147,10350at7147,Undirected,1
63427at7147,47228at7147,Undirected,4
63427at7147,7827at7147,Undirected,1
63427at7147,34293at7147,Undirected,49
63427at7147,11599at7147,Undirected,28
63427at7147,67217at7147,Undirected,4
63427at7147,50370at7147,Undirected,1
63427at7147,7772at7147,Undirected,1
63427at7147,22365at7147,Undirected,1
63427at7147,8406at7147,Undirected,1
36765at7147,58072at7147,Undirected,1
36765at7147,60606at7147,Undirected,90
36765at7147,65971at7147,Undirected,1
36765at7147,38188at7147,Undirected,3
36765at7147,29328at7147,Undirected,14
36765at7147,48887at7147,Undirected,2
36765at7147,35580at7147,Undirected,73
36765at7147,60950at7147,Undirected,1
36765at7147,50753at7147,Undirected,1
1204at7147,22944at7147,Undirected,6
1204at7147,31424at7147,Undirected,1
1204at7147,12320at7147,Undirected,7
1204at7147,15236at7147,Undirected,6
1204at7147,2118at7147,Undirected,4
1204at7147,66155at7147,Undirected,3
1204at7147,59276at7147,Undirected,1
1204at7147,35162at7147,Undirected,1
1204at7147,32314at7147,Undirected,4
1204at7147,65531at7147,Undirected,14
1204at7147,58639at7147,Undirected,8
1204at7147,39344at7147,Undirected,25
1204at7147,9064at7147,Undirected,94
1204at7147,60975at7147,Undirected,14
46902at7147,26876at7147,Undirected,2
46902at7147,30439at7147,Undirected,2
46902at7147,28226at7147,Undirected,31
46902at7147,24849at7147,Undirected,4
46902at7147,556at7147,Undirected,13
46902at7147,50634at7147,Undirected,2
46902at7147,47762at7147,Undirected,29
46902at7147,40519at7147,Undirected,15
46902at7147,33430at7147,Undirected,9
46902at7147,22307at7147,Undirected,1
46902at7147,17677at7147,Undirected,1
46902at7147,40078at7147,Undirected,1
46902at7147,28685at7147,Undirected,32
46902at7147,24329at7147,Undirected,1
46902at7147,22978at7147,Undirected,1
46902at7147,12192at7147,Undirected,1
46902at7147,42569at7147,Undirected,1
46902at7147,28749at7147,Undirected,3
46902at7147,34919at7147,Undirected,1
10997at7147,39155at7147,Undirected,95
10997at7147,9161at7147,Undirected,98
10997at7147,22228at7147,Undirected,1
10997at7147,55164at7147,Undirected,1
10997at7147,34551at7147,Undirected,2
10997at7147,6011at7147,Undirected,1
29268at7147,51383at7147,Undirected,1
29268at7147,70493at7147,Undirected,1
29268at7147,11183at7147,Undirected,1
29268at7147,4497at7147,Undirected,1
29268at7147,16499at7147,Undirected,99
29268at7147,42448at7147,Undirected,95
29268at7147,18042at7147,Undirected,1
29268at7147,64101at7147,Undirected,1
6258at7147,67346at7147,Undirected,9
6258at7147,1967at7147,Undirected,1
6258at7147,72890at7147,Undirected,6
6258at7147,32079at7147,Undirected,2
6258at7147,51339at7147,Undirected,5
6258at7147,74419at7147,Undirected,3
6258at7147,13885at7147,Undirected,1
6258at7147,63435at7147,Undirected,8
6258at7147,9581at7147,Undirected,2
6258at7147,28549at7147,Undirected,79
6258at7147,66519at7147,Undirected,1
6258at7147,57194at7147,Undirected,15
6258at7147,4270at7147,Undirected,5
6258at7147,60106at7147,Undirected,6
6258at7147,24459at7147,Undirected,1
6258at7147,26228at7147,Undirected,2
6258at7147,18233at7147,Undirected,1
6258at7147,48691at7147,Undirected,1
6258at7147,1142at7147,Undirected,39
6258at7147,4344at7147,Undirected,3
745at7147,3500at7147,Undirected,1
745at7147,37078at7147,Undirected,1
745at7147,68269at7147,Undirected,1
745at7147,52442at7147,Undirected,2
745at7147,18875at7147,Undirected,12
745at7147,68312at7147,Undirected,1
745at7147,8418at7147,Undirected,12
745at7147,56900at7147,Undirected,5
745at7147,13201at7147,Undirected,18
745at7147,62166at7147,Undirected,12
745at7147,7887at7147,Undirected,7
745at7147,72807at7147,Undirected,12
745at7147,19741at7147,Undirected,1
745at7147,1378at7147,Undirected,1
745at7147,23871at7147,Undirected,73
745at7147,23502at7147,Undirected,1
745at7147,2092at7147,Undirected,8
745at7147,59823at7147,Undirected,1
745at7147,12697at7147,Undirected,1
745at7147,9148at7147,Undirected,19
745at7147,12257at7147,Undirected,1
8406at7147,63427at7147,Undirected,1
8406at7147,14098at7147,Undirected,1
8406at7147,35803at7147,Undirected,18
8406at7147,1378at7147,Undirected,54
8406at7147,2232at7147,Undirected,3
8406at7147,5354at7147,Undirected,1
8406at7147,60099at7147,Undirected,2
8406at7147,44411at7147,Undirected,2
8406at7147,51139at7147,Undirected,1
8406at7147,67346at7147,Undirected,2
8406at7147,12257at7147,Undirected,1
8406at7147,8534at7147,Undirected,1
8406at7147,25215at7147,Undirected,6
8406at7147,40820at7147,Undirected,12
8406at7147,29889at7147,Undirected,8
8406at7147,70537at7147,Undirected,1
8406at7147,64239at7147,Undirected,12
8406at7147,45036at7147,Undirected,2
8406at7147,34236at7147,Undirected,3
8406at7147,15913at7147,Undirected,1
8406at7147,32612at7147,Undirected,1
8406at7147,4190at7147,Undirected,1
8406at7147,40100at7147,Undirected,1
8406at7147,37128at7147,Undirected,20
8406at7147,1712at7147,Undirected,1
14626at7147,37197at7147,Undirected,88
14626at7147,63687at7147,Undirected,10
14626at7147,39118at7147,Undirected,1
14626at7147,62544at7147,Undirected,1
14626at7147,27575at7147,Undirected,1
14626at7147,63305at7147,Undirected,75
51965at7147,29288at7147,Undirected,1
51965at7147,72060at7147,Undirected,1
51965at7147,44823at7147,Undirected,1
51965at7147,17989at7147,Undirected,85
51965at7147,58551at7147,Undirected,8
51965at7147,57319at7147,Undirected,13
51965at7147,27655at7147,Undirected,1
51965at7147,37112at7147,Undirected,5
51965at7147,29352at7147,Undirected,2
51965at7147,65841at7147,Undirected,1
51965at7147,36630at7147,Undirected,41
51965at7147,39435at7147,Undirected,6
51965at7147,51975at7147,Undirected,19
14862at7147,24119at7147,Undirected,1
14862at7147,14952at7147,Undirected,2
14862at7147,65949at7147,Undirected,91
14862at7147,14270at7147,Undirected,6
14862at7147,6539at7147,Undirected,1
14862at7147,52389at7147,Undirected,92
14862at7147,43315at7147,Undirected,3
49637at7147,54155at7147,Undirected,1
49637at7147,58053at7147,Undirected,34
49637at7147,28693at7147,Undirected,1
49637at7147,65216at7147,Undirected,1
49637at7147,8698at7147,Undirected,97
49637at7147,7355at7147,Undirected,42
49637at7147,59202at7147,Undirected,6
49637at7147,28735at7147,Undirected,12
64824at7147,8505at7147,Undirected,1
64824at7147,52442at7147,Undirected,1
64824at7147,30903at7147,Undirected,8
64824at7147,15913at7147,Undirected,4
64824at7147,35396at7147,Undirected,1
64824at7147,5264at7147,Undirected,6
64824at7147,67346at7147,Undirected,7
64824at7147,33250at7147,Undirected,2
64824at7147,65219at7147,Undirected,3
64824at7147,20676at7147,Undirected,10
64824at7147,60436at7147,Undirected,1
64824at7147,58551at7147,Undirected,2
64824at7147,62360at7147,Undirected,55
64824at7147,63435at7147,Undirected,1
64824at7147,30324at7147,Undirected,7
64824at7147,37488at7147,Undirected,3
64824at7147,2232at7147,Undirected,3
64824at7147,30475at7147,Undirected,1
64824at7147,26874at7147,Undirected,54
64824at7147,12938at7147,Undirected,11
64824at7147,32612at7147,Undirected,1
38480at7147,60064at7147,Undirected,91
38480at7147,35053at7147,Undirected,1
38480at7147,75990at7147,Undirected,1
38480at7147,12484at7147,Undirected,1
38480at7147,18167at7147,Undirected,6
38480at7147,5032at7147,Undirected,1
38480at7147,26918at7147,Undirected,99
18892at7147,23133at7147,Undirected,1
18892at7147,30657at7147,Undirected,25
18892at7147,19741at7147,Undirected,5
18892at7147,11599at7147,Undirected,13
18892at7147,33776at7147,Undirected,38
18892at7147,74162at7147,Undirected,4
18892at7147,51237at7147,Undirected,5
18892at7147,60099at7147,Undirected,4
18892at7147,9566at7147,Undirected,6
18892at7147,75990at7147,Undirected,3
18892at7147,23502at7147,Undirected,1
18892at7147,39318at7147,Undirected,2
18892at7147,49323at7147,Undirected,2
18892at7147,51090at7147,Undirected,1
18892at7147,60436at7147,Undirected,9
18892at7147,6804at7147,Undirected,1
18892at7147,46041at7147,Undirected,12
18892at7147,55637at7147,Undirected,1
18892at7147,13888at7147,Undirected,2
18892at7147,23349at7147,Undirected,2
18892at7147,19567at7147,Undirected,2
18892at7147,57893at7147,Undirected,42
18892at7147,8176at7147,Undirected,1
37523at7147,70465at7147,Undirected,22
37523at7147,13719at7147,Undirected,1
37523at7147,45813at7147,Undirected,1
37523at7147,4244at7147,Undirected,2
37523at7147,42799at7147,Undirected,36
37523at7147,4283at7147,Undirected,2
37523at7147,24076at7147,Undirected,4
37523at7147,48481at7147,Undirected,1
37523at7147,7071at7147,Undirected,73
37523at7147,40867at7147,Undirected,1
37523at7147,39801at7147,Undirected,15
43962at7147,23983at7147,Undirected,7
43962at7147,15947at7147,Undirected,1
43962at7147,32865at7147,Undirected,1
43962at7147,161at7147,Undirected,83
43962at7147,28318at7147,Undirected,1
43962at7147,21751at7147,Undirected,1
43962at7147,26337at7147,Undirected,1
43962at7147,14996at7147,Undirected,2
43962at7147,34997at7147,Undirected,1
43962at7147,30711at7147,Undirected,98
3429at7147,31414at7147,Undirected,25
3429at7147,8037at7147,Undirected,48
3429at7147,70448at7147,Undirected,2
3429at7147,31241at7147,Undirected,4
3429at7147,7024at7147,Undirected,1
3429at7147,61970at7147,Undirected,1
3429at7147,15520at7147,Undirected,77
42415at7147,9117at7147,Undirected,4
42415at7147,25290at7147,Undirected,90
42415at7147,59733at7147,Undirected,2
42415at7147,46985at7147,Undirected,54
42415at7147,47007at7147,Undirected,41
42415at7147,55637at7147,Undirected,1
61689at7147,29212at7147,Undirected,12
61689at7147,14838at7147,Undirected,43
61689at7147,24263at7147,Undirected,1
61689at7147,31963at7147,Undirected,1
61689at7147,46325at7147,Undirected,2
61689at7147,13637at7147,Undirected,3
61689at7147,7628at7147,Undirected,1
61689at7147,59387at7147,Undirected,31
61689at7147,74827at7147,Undirected,1
61689at7147,12361at7147,Undirected,5
61689at7147,29339at7147,Undirected,55
61689at7147,44216at7147,Undirected,4
61689at7147,26986at7147,Undirected,15
61689at7147,36434at7147,Undirected,1
61689at7147,34988at7147,Undirected,4
61689at7147,38916at7147,Undirected,1
29931at7147,61738at7147,Undirected,17
29931at7147,10672at7147,Undirected,15
29931at7147,23853at7147,Undirected,54
29931at7147,52461at7147,Undirected,1
29931at7147,75294at7147,Undirected,1
29931at7147,45813at7147,Undirected,2
29931at7147,329at7147,Undirected,11
29931at7147,46488at7147,Undirected,2
29931at7147,59636at7147,Undirected,2
29931at7147,22781at7147,Undirected,38
29931at7147,62645at7147,Undirected,39
7416at7147,12185at7147,Undirected,1
7416at7147,51210at7147,Undirected,81
7416at7147,71570at7147,Undirected,2
7416at7147,46331at7147,Undirected,1
7416at7147,22978at7147,Undirected,2
7416at7147,43784at7147,Undirected,1
7416at7147,36257at7147,Undirected,6
7416at7147,54527at7147,Undirected,1
7416at7147,4860at7147,Undirected,2
7416at7147,72009at7147,Undirected,14
7416at7147,60845at7147,Undirected,72
7416at7147,30447at7147,Undirected,3
7416at7147,67924at7147,Undirected,2
16912at7147,77574at7147,Undirected,1
16912at7147,13374at7147,Undirected,18
16912at7147,29311at7147,Undirected,2
16912at7147,37118at7147,Undirected,1
16912at7147,39073at7147,Undirected,1
16912at7147,5100at7147,Undirected,3
16912at7147,27281at7147,Undirected,1
16912at7147,969at7147,Undirected,44
16912at7147,32618at7147,Undirected,7
16912at7147,68921at7147,Undirected,1
16912at7147,29906at7147,Undirected,1
16912at7147,17957at7147,Undirected,1
16912at7147,23349at7147,Undirected,1
16912at7147,12697at7147,Undirected,1
16912at7147,11767at7147,Undirected,75
16912at7147,59703at7147,Undirected,14
16912at7147,6281at7147,Undirected,2
16912at7147,4801at7147,Undirected,6
73041at7147,7218at7147,Undirected,1
73041at7147,5561at7147,Undirected,1
73041at7147,3556at7147,Undirected,1
73041at7147,49833at7147,Undirected,1
73041at7147,62640at7147,Undirected,42
73041at7147,23455at7147,Undirected,98
73041at7147,11713at7147,Undirected,1
73041at7147,49748at7147,Undirected,17
73041at7147,6011at7147,Undirected,4
73041at7147,25519at7147,Undirected,1
73041at7147,7071at7147,Undirected,1
73041at7147,22326at7147,Undirected,30
59846at7147,15060at7147,Undirected,1
59846at7147,8389at7147,Undirected,3
59846at7147,26150at7147,Undirected,43
59846at7147,61291at7147,Undirected,1
59846at7147,44933at7147,Undirected,50
59846at7147,1015at7147,Undirected,78
59846at7147,70373at7147,Undirected,7
59846at7147,13772at7147,Undirected,2
59846at7147,42359at7147,Undirected,1
59846at7147,61306at7147,Undirected,4
59846at7147,42501at7147,Undirected,4
56896at7147,22944at7147,Undirected,1
56896at7147,3937at7147,Undirected,1
56896at7147,52349at7147,Undirected,3
56896at7147,16390at7147,Undirected,52
56896at7147,70493at7147,Undirected,14
56896at7147,41192at7147,Undirected,1
56896at7147,11183at7147,Undirected,81
56896at7147,73112at7147,Undirected,6
56896at7147,41421at7147,Undirected,6
56896at7147,69152at7147,Undirected,27
49525at7147,66947at7147,Undirected,53
49525at7147,13486at7147,Undirected,100
49525at7147,40749at7147,Undirected,39
49525at7147,52836at7147,Undirected,1
49525at7147,42811at7147,Undirected,1
49525at7147,18331at7147,Undirected,3
49525at7147,4886at7147,Undirected,3
14914at7147,32983at7147,Undirected,96
14914at7147,18000at7147,Undirected,13
14914at7147,15235at7147,Undirected,3
14914at7147,31450at7147,Undirected,1
14914at7147,23525at7147,Undirected,3
14914at7147,63584at7147,Undirected,83
14914at7147,8492at7147,Undirected,1
8777at7147,57821at7147,Undirected,100
8777at7147,11854at7147,Undirected,100
5732at7147,65284at7147,Undirected,2
5732at7147,3861at7147,Undirected,1
5732at7147,6114at7147,Undirected,96
5732at7147,41039at7147,Undirected,2
5732at7147,17803at7147,Undirected,1
5732at7147,62155at7147,Undirected,39
5732at7147,65802at7147,Undirected,54
5732at7147,14739at7147,Undirected,1
33641at7147,34940at7147,Undirected,5
33641at7147,63304at7147,Undirected,1
33641at7147,22463at7147,Undirected,1
33641at7147,15218at7147,Undirected,98
33641at7147,65747at7147,Undirected,51
33641at7147,26582at7147,Undirected,40
20982at7147,43648at7147,Undirected,1
20982at7147,18331at7147,Undirected,28
20982at7147,14969at7147,Undirected,1
20982at7147,14426at7147,Undirected,94
20982at7147,52836at7147,Undirected,11
20982at7147,59303at7147,Undirected,1
20982at7147,17176at7147,Undirected,1
20982at7147,33530at7147,Undirected,1
20982at7147,67924at7147,Undirected,1
20982at7147,45669at7147,Undirected,9
20982at7147,9303at7147,Undirected,1
20982at7147,72009at7147,Undirected,42
20982at7147,33382at7147,Undirected,2
20982at7147,62098at7147,Undirected,1
23771at7147,47874at7147,Undirected,7
23771at7147,39790at7147,Undirected,54
23771at7147,28861at7147,Undirected,1
23771at7147,72200at7147,Undirected,33
23771at7147,8453at7147,Undirected,3
23771at7147,17694at7147,Undirected,96
47053at7147,74859at7147,Undirected,11
47053at7147,31237at7147,Undirected,5
47053at7147,14270at7147,Undirected,10
47053at7147,63868at7147,Undirected,18
47053at7147,64344at7147,Undirected,6
47053at7147,62544at7147,Undirected,3
47053at7147,7573at7147,Undirected,1
47053at7147,53747at7147,Undirected,1
47053at7147,50356at7147,Undirected,8
47053at7147,3551at7147,Undirected,10
47053at7147,78760at7147,Undirected,2
47053at7147,38522at7147,Undirected,4
47053at7147,42354at7147,Undirected,3
47053at7147,60441at7147,Undirected,1
47053at7147,35162at7147,Undirected,41
47053at7147,597at7147,Undirected,2
47053at7147,42811at7147,Undirected,1
47053at7147,44284at7147,Undirected,1
47053at7147,59757at7147,Undirected,26
47053at7147,41304at7147,Undirected,14
47053at7147,54707at7147,Undirected,1
47053at7147,43053at7147,Undirected,19
47053at7147,16390at7147,Undirected,2
29339at7147,61689at7147,Undirected,60
29339at7147,38430at7147,Undirected,1
29339at7147,17701at7147,Undirected,1
29339at7147,8033at7147,Undirected,2
29339at7147,26792at7147,Undirected,13
29339at7147,53492at7147,Undirected,4
29339at7147,40114at7147,Undirected,79
29339at7147,9844at7147,Undirected,1
29339at7147,19959at7147,Undirected,1
29339at7147,62219at7147,Undirected,11
29339at7147,31071at7147,Undirected,15
29339at7147,15046at7147,Undirected,1
29339at7147,17450at7147,Undirected,1
42090at7147,1017at7147,Undirected,85
42090at7147,56866at7147,Undirected,1
42090at7147,5461at7147,Undirected,1
42090at7147,42337at7147,Undirected,2
42090at7147,45092at7147,Undirected,91
42090at7147,19243at7147,Undirected,1
42090at7147,65841at7147,Undirected,3
42090at7147,58117at7147,Undirected,1
42090at7147,34997at7147,Undirected,1
42090at7147,19899at7147,Undirected,1
42090at7147,38298at7147,Undirected,1
42090at7147,8407at7147,Undirected,2
52725at7147,31785at7147,Undirected,2
52725at7147,72228at7147,Undirected,58
52725at7147,7747at7147,Undirected,98
52725at7147,49833at7147,Undirected,1
52725at7147,69966at7147,Undirected,1
52725at7147,39475at7147,Undirected,12
52725at7147,40371at7147,Undirected,1
52725at7147,53313at7147,Undirected,1
52725at7147,4461at7147,Undirected,6
52725at7147,17815at7147,Undirected,17
52725at7147,35619at7147,Undirected,1
25366at7147,2598at7147,Undirected,1
25366at7147,5593at7147,Undirected,96
25366at7147,32037at7147,Undirected,95
74801at7147,43149at7147,Undirected,86
74801at7147,60061at7147,Undirected,3
74801at7147,11078at7147,Undirected,1
74801at7147,36502at7147,Undirected,8
74801at7147,37021at7147,Undirected,61
74801at7147,29908at7147,Undirected,2
74801at7147,33424at7147,Undirected,31
74801at7147,22765at7147,Undirected,8
72251at7147,62316at7147,Undirected,11
72251at7147,32539at7147,Undirected,40
72251at7147,33638at7147,Undirected,54
72251at7147,45669at7147,Undirected,1
72251at7147,40653at7147,Undirected,5
72251at7147,69243at7147,Undirected,77
47539at7147,2109at7147,Undirected,11
47539at7147,58117at7147,Undirected,1
47539at7147,49727at7147,Undirected,96
47539at7147,11384at7147,Undirected,1
47539at7147,43690at7147,Undirected,1
47539at7147,34132at7147,Undirected,1
47539at7147,20227at7147,Undirected,1
47539at7147,58926at7147,Undirected,9
47539at7147,47979at7147,Undirected,2
47539at7147,35694at7147,Undirected,67
47539at7147,41380at7147,Undirected,4
55164at7147,39155at7147,Undirected,87
55164at7147,10997at7147,Undirected,1
55164at7147,60396at7147,Undirected,5
55164at7147,2918at7147,Undirected,1
55164at7147,46086at7147,Undirected,1
55164at7147,35872at7147,Undirected,98
55164at7147,4661at7147,Undirected,1
55164at7147,47801at7147,Undirected,6
50666at7147,64273at7147,Undirected,1
50666at7147,52235at7147,Undirected,79
50666at7147,1727at7147,Undirected,3
50666at7147,30720at7147,Undirected,1
50666at7147,23983at7147,Undirected,33
50666at7147,11909at7147,Undirected,15
50666at7147,32865at7147,Undirected,2
50666at7147,18914at7147,Undirected,1
50666at7147,6155at7147,Undirected,3
50666at7147,29198at7147,Undirected,15
50666at7147,56194at7147,Undirected,1
50666at7147,42039at7147,Undirected,39
50666at7147,3077at7147,Undirected,1
3601at7147,71486at7147,Undirected,1
3601at7147,11914at7147,Undirected,1
3601at7147,41775at7147,Undirected,54
3601at7147,2213at7147,Undirected,35
3601at7147,49075at7147,Undirected,39
3601at7147,46967at7147,Undirected,1
3601at7147,17173at7147,Undirected,5
3601at7147,26605at7147,Undirected,6
3601at7147,58819at7147,Undirected,24
3601at7147,52508at7147,Undirected,4
3601at7147,57660at7147,Undirected,1
3601at7147,16269at7147,Undirected,1
3601at7147,18529at7147,Undirected,1
3601at7147,10022at7147,Undirected,19
38865at7147,55361at7147,Undirected,1
38865at7147,10234at7147,Undirected,6
38865at7147,9673at7147,Undirected,1
38865at7147,34725at7147,Undirected,89
38865at7147,10087at7147,Undirected,1
38865at7147,24270at7147,Undirected,9
38865at7147,32656at7147,Undirected,75
38865at7147,60396at7147,Undirected,7
38865at7147,38651at7147,Undirected,7
51456at7147,51090at7147,Undirected,2
51456at7147,8997at7147,Undirected,11
51456at7147,26762at7147,Undirected,1
51456at7147,4801at7147,Undirected,1
51456at7147,45036at7147,Undirected,3
51456at7147,67894at7147,Undirected,3
51456at7147,25215at7147,Undirected,1
51456at7147,3422at7147,Undirected,6
51456at7147,6375at7147,Undirected,23
51456at7147,51516at7147,Undirected,1
51456at7147,51530at7147,Undirected,2
51456at7147,19706at7147,Undirected,1
51456at7147,23133at7147,Undirected,8
