species,genome_size,contig_name,contig_rank,contig_size,contig_prop,contig_cumsum,contig_cumsum_prop
D.bunnanda,151823105,VNKE01003079.1,1,2294,1.51097e-05,148021107,0.974958
D.bunnanda,151823105,VNKE01004760.1,1,2291,1.50899e-05,148023398,0.974973
D.bunnanda,151823105,VNKE01001368.1,1,2291,1.50899e-05,148025689,0.974988
D.bunnanda,151823105,VNKE01003700.1,1,2288,1.50702e-05,148027977,0.975003
D.bunnanda,151823105,VNKE01003215.1,1,2288,1.50702e-05,148030265,0.975018
D.bunnanda,151823105,VNKE01004125.1,1,2283,1.50372e-05,148032548,0.975033
D.bunnanda,151823105,VNKE01000160.1,1,2283,1.50372e-05,148034831,0.975048
D.bunnanda,151823105,VNKE01006497.1,1,2282,1.50307e-05,148037113,0.975063
D.bunnanda,151823105,VNKE01005474.1,1,2282,1.50307e-05,148039395,0.975078
D.bunnanda,151823105,VNKE01000525.1,1,2282,1.50307e-05,148041677,0.975093
D.bunnanda,151823105,VNKE01005153.1,1,2280,1.50175e-05,148043957,0.975108
D.bunnanda,151823105,VNKE01004370.1,1,2276,1.49911e-05,148046233,0.975123
D.bunnanda,151823105,VNKE01002843.1,1,2276,1.49911e-05,148048509,0.975138
D.bunnanda,151823105,VNKE01006479.1,1,2274,1.4978e-05,148050783,0.975153
D.bunnanda,151823105,VNKE01003641.1,1,2273,1.49714e-05,148053056,0.975168
D.bunnanda,151823105,VNKE01005608.1,1,2269,1.4945e-05,148055325,0.975183
D.bunnanda,151823105,VNKE01004379.1,1,2269,1.4945e-05,148057594,0.975198
D.bunnanda,151823105,VNKE01002784.1,1,2269,1.4945e-05,148059863,0.975213
D.bunnanda,151823105,VNKE01003644.1,1,2268,1.49384e-05,148062131,0.975228
D.bunnanda,151823105,VNKE01001557.1,1,2265,1.49187e-05,148064396,0.975243
D.bunnanda,151823105,VNKE01003329.1,1,2263,1.49055e-05,148066659,0.975258
D.bunnanda,151823105,VNKE01002509.1,1,2262,1.48989e-05,148068921,0.975273
D.bunnanda,151823105,VNKE01001043.1,1,2261,1.48923e-05,148071182,0.975288
D.bunnanda,151823105,VNKE01003505.1,1,2258,1.48726e-05,148073440,0.975302
D.bunnanda,151823105,VNKE01003143.1,1,2258,1.48726e-05,148075698,0.975317
D.bunnanda,151823105,VNKE01002095.1,1,2255,1.48528e-05,148077953,0.975332
D.bunnanda,151823105,VNKE01001324.1,1,2255,1.48528e-05,148080208,0.975347
D.bunnanda,151823105,VNKE01004610.1,1,2254,1.48462e-05,148082462,0.975362
D.bunnanda,151823105,VNKE01003062.1,1,2254,1.48462e-05,148084716,0.975377
D.bunnanda,151823105,VNKE01004097.1,1,2253,1.48396e-05,148086969,0.975392
D.bunnanda,151823105,VNKE01005956.1,1,2252,1.48331e-05,148089221,0.975406
D.bunnanda,151823105,VNKE01003939.1,1,2252,1.48331e-05,148091473,0.975421
D.bunnanda,151823105,VNKE01006415.1,1,2251,1.48265e-05,148093724,0.975436
D.bunnanda,151823105,VNKE01000246.1,1,2251,1.48265e-05,148095975,0.975451
D.bunnanda,151823105,VNKE01004581.1,1,2249,1.48133e-05,148098224,0.975466
D.bunnanda,151823105,VNKE01005832.1,1,2248,1.48067e-05,148100472,0.97548
D.bunnanda,151823105,VNKE01001753.1,1,2247,1.48001e-05,148102719,0.975495
D.bunnanda,151823105,VNKE01004198.1,1,2245,1.47869e-05,148104964,0.97551
D.bunnanda,151823105,VNKE01002679.1,1,2245,1.47869e-05,148107209,0.975525
D.bunnanda,151823105,VNKE01000610.1,1,2244,1.47804e-05,148109453,0.97554
D.bunnanda,151823105,VNKE01003144.1,1,2243,1.47738e-05,148111696,0.975554
D.bunnanda,151823105,VNKE01003076.1,1,2243,1.47738e-05,148113939,0.975569
D.bunnanda,151823105,VNKE01005065.1,1,2242,1.47672e-05,148116181,0.975584
D.bunnanda,151823105,VNKE01006123.1,1,2241,1.47606e-05,148118422,0.975599
D.bunnanda,151823105,VNKE01002910.1,1,2239,1.47474e-05,148120661,0.975613
D.bunnanda,151823105,VNKE01002351.1,1,2238,1.47408e-05,148122899,0.975628
D.bunnanda,151823105,VNKE01000603.1,1,2236,1.47277e-05,148125135,0.975643
D.bunnanda,151823105,VNKE01004824.1,1,2235,1.47211e-05,148127370,0.975658
D.bunnanda,151823105,VNKE01001632.1,1,2231,1.46947e-05,148129601,0.975672
D.bunnanda,151823105,VNKE01004961.1,1,2230,1.46881e-05,148131831,0.975687
D.bunnanda,151823105,VNKE01003529.1,1,2230,1.46881e-05,148134061,0.975702
D.bunnanda,151823105,VNKE01003369.1,1,2230,1.46881e-05,148136291,0.975716
D.bunnanda,151823105,VNKE01006580.1,1,2229,1.46816e-05,148138520,0.975731
D.bunnanda,151823105,VNKE01002585.1,1,2229,1.46816e-05,148140749,0.975746
D.bunnanda,151823105,VNKE01005158.1,1,2228,1.4675e-05,148142977,0.97576
D.bunnanda,151823105,VNKE01001667.1,1,2226,1.46618e-05,148145203,0.975775
D.bunnanda,151823105,VNKE01005950.1,1,2225,1.46552e-05,148147428,0.97579
D.bunnanda,151823105,VNKE01005911.1,1,2225,1.46552e-05,148149653,0.975804
D.bunnanda,151823105,VNKE01006141.1,1,2219,1.46157e-05,148151872,0.975819
D.bunnanda,151823105,VNKE01003988.1,1,2219,1.46157e-05,148154091,0.975834
D.bunnanda,151823105,VNKE01001483.1,1,2218,1.46091e-05,148156309,0.975848
D.bunnanda,151823105,VNKE01000447.1,1,2218,1.46091e-05,148158527,0.975863
D.bunnanda,151823105,VNKE01004358.1,1,2217,1.46025e-05,148160744,0.975877
D.bunnanda,151823105,VNKE01006140.1,1,2216,1.45959e-05,148162960,0.975892
D.bunnanda,151823105,VNKE01003818.1,1,2214,1.45828e-05,148165174,0.975907
D.bunnanda,151823105,VNKE01003657.1,1,2214,1.45828e-05,148167388,0.975921
D.bunnanda,151823105,VNKE01005406.1,1,2212,1.45696e-05,148169600,0.975936
D.bunnanda,151823105,VNKE01003309.1,1,2212,1.45696e-05,148171812,0.97595
D.bunnanda,151823105,VNKE01002838.1,1,2211,1.4563e-05,148174023,0.975965
D.bunnanda,151823105,VNKE01003255.1,1,2210,1.45564e-05,148176233,0.975979
D.bunnanda,151823105,VNKE01006236.1,1,2208,1.45432e-05,148178441,0.975994
D.bunnanda,151823105,VNKE01003414.1,1,2208,1.45432e-05,148180649,0.976009
D.bunnanda,151823105,VNKE01003849.1,1,2205,1.45235e-05,148182854,0.976023
D.bunnanda,151823105,VNKE01002081.1,1,2203,1.45103e-05,148185057,0.976038
D.bunnanda,151823105,VNKE01005918.1,1,2202,1.45037e-05,148187259,0.976052
D.bunnanda,151823105,VNKE01005074.1,1,2202,1.45037e-05,148189461,0.976067
D.bunnanda,151823105,VNKE01003719.1,1,2202,1.45037e-05,148191663,0.976081
D.bunnanda,151823105,VNKE01001854.1,1,2200,1.44905e-05,148193863,0.976096
D.bunnanda,151823105,VNKE01001656.1,1,2200,1.44905e-05,148196063,0.97611
D.bunnanda,151823105,VNKE01000614.1,1,2200,1.44905e-05,148198263,0.976125
D.bunnanda,151823105,VNKE01006142.1,1,2198,1.44774e-05,148200461,0.976139
D.bunnanda,151823105,VNKE01004039.1,1,2197,1.44708e-05,148202658,0.976154
D.bunnanda,151823105,VNKE01004348.1,1,2195,1.44576e-05,148204853,0.976168
D.bunnanda,151823105,VNKE01001659.1,1,2192,1.44379e-05,148207045,0.976182
D.bunnanda,151823105,VNKE01000128.1,1,2192,1.44379e-05,148209237,0.976197
D.bunnanda,151823105,VNKE01001923.1,1,2191,1.44313e-05,148211428,0.976211
D.bunnanda,151823105,VNKE01000175.1,1,2189,1.44181e-05,148213617,0.976226
D.bunnanda,151823105,VNKE01006529.1,1,2188,1.44115e-05,148215805,0.97624
D.bunnanda,151823105,VNKE01005863.1,1,2188,1.44115e-05,148217993,0.976255
D.bunnanda,151823105,VNKE01004929.1,1,2188,1.44115e-05,148220181,0.976269
D.bunnanda,151823105,VNKE01001026.1,1,2184,1.43852e-05,148222365,0.976283
D.bunnanda,151823105,VNKE01004981.1,1,2183,1.43786e-05,148224548,0.976298
D.bunnanda,151823105,VNKE01005683.1,1,2182,1.4372e-05,148226730,0.976312
D.bunnanda,151823105,VNKE01004014.1,1,2182,1.4372e-05,148228912,0.976326
D.bunnanda,151823105,VNKE01000761.1,1,2182,1.4372e-05,148231094,0.976341
D.bunnanda,151823105,VNKE01002688.1,1,2181,1.43654e-05,148233275,0.976355
D.bunnanda,151823105,VNKE01002433.1,1,2181,1.43654e-05,148235456,0.97637
D.bunnanda,151823105,VNKE01004840.1,1,2180,1.43588e-05,148237636,0.976384
D.bunnanda,151823105,VNKE01004705.1,1,2180,1.43588e-05,148239816,0.976398
D.bunnanda,151823105,VNKE01002546.1,1,2178,1.43456e-05,148241994,0.976413
D.bunnanda,151823105,VNKE01000865.1,1,2178,1.43456e-05,148244172,0.976427
D.bunnanda,151823105,VNKE01005943.1,1,2177,1.43391e-05,148246349,0.976441
D.bunnanda,151823105,VNKE01000831.1,1,2177,1.43391e-05,148248526,0.976456
D.bunnanda,151823105,VNKE01006257.1,1,2176,1.43325e-05,148250702,0.97647
D.bunnanda,151823105,VNKE01003444.1,1,2176,1.43325e-05,148252878,0.976484
D.bunnanda,151823105,VNKE01000462.1,1,2176,1.43325e-05,148255054,0.976499
D.bunnanda,151823105,VNKE01001989.1,1,2175,1.43259e-05,148257229,0.976513
D.bunnanda,151823105,VNKE01004744.1,1,2174,1.43193e-05,148259403,0.976527
D.bunnanda,151823105,VNKE01000331.1,1,2173,1.43127e-05,148261576,0.976542
D.bunnanda,151823105,VNKE01004403.1,1,2172,1.43061e-05,148263748,0.976556
D.bunnanda,151823105,VNKE01004706.1,1,2171,1.42995e-05,148265919,0.97657
D.bunnanda,151823105,VNKE01000393.1,1,2171,1.42995e-05,148268090,0.976584
D.bunnanda,151823105,VNKE01004247.1,1,2168,1.42798e-05,148270258,0.976599
D.bunnanda,151823105,VNKE01003109.1,1,2168,1.42798e-05,148272426,0.976613
D.bunnanda,151823105,VNKE01002366.1,1,2168,1.42798e-05,148274594,0.976627
D.bunnanda,151823105,VNKE01001202.1,1,2168,1.42798e-05,148276762,0.976642
D.bunnanda,151823105,VNKE01002730.1,1,2166,1.42666e-05,148278928,0.976656
D.bunnanda,151823105,VNKE01000682.1,1,2165,1.426e-05,148281093,0.97667
D.bunnanda,151823105,VNKE01006026.1,1,2164,1.42534e-05,148283257,0.976684
D.bunnanda,151823105,VNKE01004444.1,1,2164,1.42534e-05,148285421,0.976699
D.bunnanda,151823105,VNKE01002893.1,1,2164,1.42534e-05,148287585,0.976713
D.bunnanda,151823105,VNKE01003416.1,1,2163,1.42468e-05,148289748,0.976727
D.bunnanda,151823105,VNKE01005686.1,1,2158,1.42139e-05,148291906,0.976741
D.bunnanda,151823105,VNKE01002123.1,1,2158,1.42139e-05,148294064,0.976756
D.bunnanda,151823105,VNKE01002752.1,1,2157,1.42073e-05,148296221,0.97677
D.bunnanda,151823105,VNKE01002154.1,1,2156,1.42007e-05,148298377,0.976784
D.bunnanda,151823105,VNKE01001351.1,1,2155,1.41942e-05,148300532,0.976798
D.bunnanda,151823105,VNKE01001151.1,1,2154,1.41876e-05,148302686,0.976812
D.bunnanda,151823105,VNKE01006182.1,1,2153,1.4181e-05,148304839,0.976827
D.bunnanda,151823105,VNKE01000487.1,1,2151,1.41678e-05,148306990,0.976841
D.bunnanda,151823105,VNKE01002821.1,1,2149,1.41546e-05,148309139,0.976855
D.bunnanda,151823105,VNKE01004395.1,1,2148,1.4148e-05,148311287,0.976869
D.bunnanda,151823105,VNKE01002869.1,1,2147,1.41415e-05,148313434,0.976883
D.bunnanda,151823105,VNKE01006528.1,1,2146,1.41349e-05,148315580,0.976897
D.bunnanda,151823105,VNKE01004556.1,1,2146,1.41349e-05,148317726,0.976911
D.bunnanda,151823105,VNKE01005471.1,1,2145,1.41283e-05,148319871,0.976926
D.bunnanda,151823105,VNKE01004477.1,1,2143,1.41151e-05,148322014,0.97694
D.bunnanda,151823105,VNKE01004793.1,1,2141,1.41019e-05,148324155,0.976954
D.bunnanda,151823105,VNKE01003981.1,1,2141,1.41019e-05,148326296,0.976968
D.bunnanda,151823105,VNKE01000733.1,1,2141,1.41019e-05,148328437,0.976982
D.bunnanda,151823105,VNKE01001347.1,1,2139,1.40888e-05,148330576,0.976996
D.bunnanda,151823105,VNKE01001049.1,1,2139,1.40888e-05,148332715,0.97701
D.bunnanda,151823105,VNKE01003387.1,1,2137,1.40756e-05,148334852,0.977024
D.bunnanda,151823105,VNKE01001670.1,1,2137,1.40756e-05,148336989,0.977038
D.bunnanda,151823105,VNKE01001509.1,1,2137,1.40756e-05,148339126,0.977052
D.bunnanda,151823105,VNKE01004763.1,1,2136,1.4069e-05,148341262,0.977066
D.bunnanda,151823105,VNKE01002988.1,1,2136,1.4069e-05,148343398,0.977081
D.bunnanda,151823105,VNKE01000970.1,1,2136,1.4069e-05,148345534,0.977095
D.bunnanda,151823105,VNKE01006136.1,1,2135,1.40624e-05,148347669,0.977109
D.bunnanda,151823105,VNKE01000936.1,1,2134,1.40558e-05,148349803,0.977123
D.bunnanda,151823105,VNKE01000685.1,1,2134,1.40558e-05,148351937,0.977137
D.bunnanda,151823105,VNKE01004623.1,1,2133,1.40492e-05,148354070,0.977151
D.bunnanda,151823105,VNKE01001365.1,1,2133,1.40492e-05,148356203,0.977165
D.bunnanda,151823105,VNKE01005038.1,1,2130,1.40295e-05,148358333,0.977179
D.bunnanda,151823105,VNKE01002569.1,1,2130,1.40295e-05,148360463,0.977193
D.bunnanda,151823105,VNKE01006451.1,1,2127,1.40097e-05,148362590,0.977207
D.bunnanda,151823105,VNKE01005572.1,1,2126,1.40031e-05,148364716,0.977221
D.bunnanda,151823105,VNKE01005033.1,1,2126,1.40031e-05,148366842,0.977235
D.bunnanda,151823105,VNKE01001297.1,1,2125,1.39966e-05,148368967,0.977249
D.bunnanda,151823105,VNKE01006437.1,1,2124,1.399e-05,148371091,0.977263
D.bunnanda,151823105,VNKE01002582.1,1,2124,1.399e-05,148373215,0.977277
D.bunnanda,151823105,VNKE01001909.1,1,2124,1.399e-05,148375339,0.977291
D.bunnanda,151823105,VNKE01004111.1,1,2123,1.39834e-05,148377462,0.977305
D.bunnanda,151823105,VNKE01004915.1,1,2122,1.39768e-05,148379584,0.977319
D.bunnanda,151823105,VNKE01000275.1,1,2122,1.39768e-05,148381706,0.977333
D.bunnanda,151823105,VNKE01002312.1,1,2120,1.39636e-05,148383826,0.977347
D.bunnanda,151823105,VNKE01002571.1,1,2117,1.39439e-05,148385943,0.977361
D.bunnanda,151823105,VNKE01003855.1,1,2116,1.39373e-05,148388059,0.977375
D.bunnanda,151823105,VNKE01002895.1,1,2116,1.39373e-05,148390175,0.977389
D.bunnanda,151823105,VNKE01000602.1,1,2116,1.39373e-05,148392291,0.977403
D.bunnanda,151823105,VNKE01006197.1,1,2113,1.39175e-05,148394404,0.977416
D.bunnanda,151823105,VNKE01001398.1,1,2113,1.39175e-05,148396517,0.97743
D.bunnanda,151823105,VNKE01000306.1,1,2113,1.39175e-05,148398630,0.977444
D.bunnanda,151823105,VNKE01003272.1,1,2112,1.39109e-05,148400742,0.977458
D.bunnanda,151823105,VNKE01002499.1,1,2112,1.39109e-05,148402854,0.977472
D.bunnanda,151823105,VNKE01001849.1,1,2111,1.39043e-05,148404965,0.977486
D.bunnanda,151823105,VNKE01000373.1,1,2105,1.38648e-05,148407070,0.9775
D.bunnanda,151823105,VNKE01006027.1,1,2104,1.38582e-05,148409174,0.977514
D.bunnanda,151823105,VNKE01002966.1,1,2104,1.38582e-05,148411278,0.977528
D.bunnanda,151823105,VNKE01002228.1,1,2104,1.38582e-05,148413382,0.977541
D.bunnanda,151823105,VNKE01004788.1,1,2103,1.38516e-05,148415485,0.977555
D.bunnanda,151823105,VNKE01002203.1,1,2103,1.38516e-05,148417588,0.977569
D.bunnanda,151823105,VNKE01001689.1,1,2103,1.38516e-05,148419691,0.977583
D.bunnanda,151823105,VNKE01002909.1,1,2102,1.38451e-05,148421793,0.977597
D.bunnanda,151823105,VNKE01001597.1,1,2101,1.38385e-05,148423894,0.977611
D.bunnanda,151823105,VNKE01003912.1,1,2100,1.38319e-05,148425994,0.977625
D.bunnanda,151823105,VNKE01002277.1,1,2100,1.38319e-05,148428094,0.977638
D.bunnanda,151823105,VNKE01000389.1,1,2100,1.38319e-05,148430194,0.977652
D.bunnanda,151823105,VNKE01003675.1,1,2099,1.38253e-05,148432293,0.977666
D.bunnanda,151823105,VNKE01003015.1,1,2099,1.38253e-05,148434392,0.97768
D.bunnanda,151823105,VNKE01002842.1,1,2099,1.38253e-05,148436491,0.977694
D.bunnanda,151823105,VNKE01005372.1,1,2097,1.38121e-05,148438588,0.977707
D.bunnanda,151823105,VNKE01001425.1,1,2097,1.38121e-05,148440685,0.977721
D.bunnanda,151823105,VNKE01001022.1,1,2096,1.38055e-05,148442781,0.977735
D.bunnanda,151823105,VNKE01004564.1,1,2094,1.37924e-05,148444875,0.977749
D.bunnanda,151823105,VNKE01005254.1,1,2093,1.37858e-05,148446968,0.977763
D.bunnanda,151823105,VNKE01004643.1,1,2093,1.37858e-05,148449061,0.977776
D.bunnanda,151823105,VNKE01006543.1,1,2092,1.37792e-05,148451153,0.97779
D.bunnanda,151823105,VNKE01005904.1,1,2090,1.3766e-05,148453243,0.977804
D.bunnanda,151823105,VNKE01005953.1,1,2089,1.37594e-05,148455332,0.977818
D.bunnanda,151823105,VNKE01005523.1,1,2089,1.37594e-05,148457421,0.977832
D.bunnanda,151823105,VNKE01005828.1,1,2088,1.37528e-05,148459509,0.977845
D.bunnanda,151823105,VNKE01001705.1,1,2087,1.37463e-05,148461596,0.977859
D.bunnanda,151823105,VNKE01003551.1,1,2086,1.37397e-05,148463682,0.977873
D.bunnanda,151823105,VNKE01001633.1,1,2085,1.37331e-05,148465767,0.977887
D.bunnanda,151823105,VNKE01004636.1,1,2084,1.37265e-05,148467851,0.9779
D.bunnanda,151823105,VNKE01003691.1,1,2084,1.37265e-05,148469935,0.977914
D.bunnanda,151823105,VNKE01000851.1,1,2084,1.37265e-05,148472019,0.977928
D.bunnanda,151823105,VNKE01002477.1,1,2082,1.37133e-05,148474101,0.977941
D.bunnanda,151823105,VNKE01006060.1,1,2080,1.37002e-05,148476181,0.977955
D.bunnanda,151823105,VNKE01005098.1,1,2079,1.36936e-05,148478260,0.977969
D.bunnanda,151823105,VNKE01003096.1,1,2079,1.36936e-05,148480339,0.977982
D.bunnanda,151823105,VNKE01004614.1,1,2074,1.36606e-05,148482413,0.977996
D.bunnanda,151823105,VNKE01001229.1,1,2074,1.36606e-05,148484487,0.97801
D.bunnanda,151823105,VNKE01006483.1,1,2072,1.36475e-05,148486559,0.978023
D.bunnanda,151823105,VNKE01005409.1,1,2072,1.36475e-05,148488631,0.978037
D.bunnanda,151823105,VNKE01006582.1,1,2071,1.36409e-05,148490702,0.978051
D.bunnanda,151823105,VNKE01003683.1,1,2069,1.36277e-05,148492771,0.978064
D.bunnanda,151823105,VNKE01003114.1,1,2069,1.36277e-05,148494840,0.978078
D.bunnanda,151823105,VNKE01000025.1,1,2069,1.36277e-05,148496909,0.978092
D.bunnanda,151823105,VNKE01003796.1,1,2067,1.36145e-05,148498976,0.978105
D.bunnanda,151823105,VNKE01001282.1,1,2067,1.36145e-05,148501043,0.978119
D.bunnanda,151823105,VNKE01005350.1,1,2065,1.36014e-05,148503108,0.978132
D.bunnanda,151823105,VNKE01006022.1,1,2063,1.35882e-05,148505171,0.978146
D.bunnanda,151823105,VNKE01006028.1,1,2062,1.35816e-05,148507233,0.97816
D.bunnanda,151823105,VNKE01005954.1,1,2062,1.35816e-05,148509295,0.978173
D.bunnanda,151823105,VNKE01001634.1,1,2062,1.35816e-05,148511357,0.978187
D.bunnanda,151823105,VNKE01004608.1,1,2060,1.35684e-05,148513417,0.9782
D.bunnanda,151823105,VNKE01003459.1,1,2060,1.35684e-05,148515477,0.978214
D.bunnanda,151823105,VNKE01002989.1,1,2060,1.35684e-05,148517537,0.978228
D.bunnanda,151823105,VNKE01002751.1,1,2060,1.35684e-05,148519597,0.978241
D.bunnanda,151823105,VNKE01000613.1,1,2060,1.35684e-05,148521657,0.978255
D.bunnanda,151823105,VNKE01000833.1,1,2059,1.35618e-05,148523716,0.978268
D.bunnanda,151823105,VNKE01001356.1,1,2058,1.35552e-05,148525774,0.978282
D.bunnanda,151823105,VNKE01006537.1,1,2057,1.35487e-05,148527831,0.978295
D.bunnanda,151823105,VNKE01005720.1,1,2054,1.35289e-05,148529885,0.978309
D.bunnanda,151823105,VNKE01003277.1,1,2054,1.35289e-05,148531939,0.978322
D.bunnanda,151823105,VNKE01002931.1,1,2054,1.35289e-05,148533993,0.978336
D.bunnanda,151823105,VNKE01005242.1,1,2053,1.35223e-05,148536046,0.978349
D.bunnanda,151823105,VNKE01005122.1,1,2053,1.35223e-05,148538099,0.978363
D.bunnanda,151823105,VNKE01000927.1,1,2053,1.35223e-05,148540152,0.978376
D.bunnanda,151823105,VNKE01005208.1,1,2052,1.35157e-05,148542204,0.97839
D.bunnanda,151823105,VNKE01001303.1,1,2052,1.35157e-05,148544256,0.978403
D.bunnanda,151823105,VNKE01005490.1,1,2051,1.35091e-05,148546307,0.978417
D.bunnanda,151823105,VNKE01000515.1,1,2051,1.35091e-05,148548358,0.978431
D.bunnanda,151823105,VNKE01006024.1,1,2050,1.35026e-05,148550408,0.978444
D.bunnanda,151823105,VNKE01005434.1,1,2042,1.34499e-05,148552450,0.978457
D.bunnanda,151823105,VNKE01003112.1,1,2042,1.34499e-05,148554492,0.978471
D.bunnanda,151823105,VNKE01000526.1,1,2041,1.34433e-05,148556533,0.978484
D.bunnanda,151823105,VNKE01001300.1,1,2040,1.34367e-05,148558573,0.978498
D.bunnanda,151823105,VNKE01005678.1,1,2039,1.34301e-05,148560612,0.978511
D.bunnanda,151823105,VNKE01005353.1,1,2039,1.34301e-05,148562651,0.978525
D.bunnanda,151823105,VNKE01006223.1,1,2035,1.34038e-05,148564686,0.978538
D.bunnanda,151823105,VNKE01006624.1,1,2034,1.33972e-05,148566720,0.978551
D.bunnanda,151823105,VNKE01000452.1,1,2034,1.33972e-05,148568754,0.978565
D.bunnanda,151823105,VNKE01005020.1,1,2032,1.3384e-05,148570786,0.978578
D.bunnanda,151823105,VNKE01003134.1,1,2032,1.3384e-05,148572818,0.978592
D.bunnanda,151823105,VNKE01003080.1,1,2032,1.3384e-05,148574850,0.978605
D.bunnanda,151823105,VNKE01002912.1,1,2032,1.3384e-05,148576882,0.978618
D.bunnanda,151823105,VNKE01000009.1,1,2029,1.33642e-05,148578911,0.978632
D.bunnanda,151823105,VNKE01004465.1,1,2028,1.33577e-05,148580939,0.978645
D.bunnanda,151823105,VNKE01002339.1,1,2028,1.33577e-05,148582967,0.978658
D.bunnanda,151823105,VNKE01000205.1,1,2028,1.33577e-05,148584995,0.978672
D.bunnanda,151823105,VNKE01003760.1,1,2027,1.33511e-05,148587022,0.978685
D.bunnanda,151823105,VNKE01001302.1,1,2026,1.33445e-05,148589048,0.978699
D.bunnanda,151823105,VNKE01006093.1,1,2024,1.33313e-05,148591072,0.978712
D.bunnanda,151823105,VNKE01003307.1,1,2023,1.33247e-05,148593095,0.978725
D.bunnanda,151823105,VNKE01002363.1,1,2023,1.33247e-05,148595118,0.978738
D.bunnanda,151823105,VNKE01001349.1,1,2023,1.33247e-05,148597141,0.978752
D.bunnanda,151823105,VNKE01005286.1,1,2022,1.33181e-05,148599163,0.978765
D.bunnanda,151823105,VNKE01004446.1,1,2021,1.33115e-05,148601184,0.978778
D.bunnanda,151823105,VNKE01002427.1,1,2021,1.33115e-05,148603205,0.978792
D.bunnanda,151823105,VNKE01001269.1,1,2021,1.33115e-05,148605226,0.978805
D.bunnanda,151823105,VNKE01003915.1,1,2020,1.3305e-05,148607246,0.978818
D.bunnanda,151823105,VNKE01000129.1,1,2020,1.3305e-05,148609266,0.978832
D.bunnanda,151823105,VNKE01001862.1,1,2019,1.32984e-05,148611285,0.978845
D.bunnanda,151823105,VNKE01001280.1,1,2019,1.32984e-05,148613304,0.978858
D.bunnanda,151823105,VNKE01000564.1,1,2019,1.32984e-05,148615323,0.978872
D.bunnanda,151823105,VNKE01000320.1,1,2019,1.32984e-05,148617342,0.978885
D.bunnanda,151823105,VNKE01005646.1,1,2018,1.32918e-05,148619360,0.978898
D.bunnanda,151823105,VNKE01005768.1,1,2017,1.32852e-05,148621377,0.978911
D.bunnanda,151823105,VNKE01005209.1,1,2017,1.32852e-05,148623394,0.978925
D.bunnanda,151823105,VNKE01001926.1,1,2016,1.32786e-05,148625410,0.978938
D.bunnanda,151823105,VNKE01000620.1,1,2015,1.3272e-05,148627425,0.978951
D.bunnanda,151823105,VNKE01003258.1,1,2014,1.32654e-05,148629439,0.978965
D.bunnanda,151823105,VNKE01001396.1,1,2013,1.32589e-05,148631452,0.978978
D.bunnanda,151823105,VNKE01006541.1,1,2012,1.32523e-05,148633464,0.978991
D.bunnanda,151823105,VNKE01006536.1,1,2012,1.32523e-05,148635476,0.979004
D.bunnanda,151823105,VNKE01005576.1,1,2012,1.32523e-05,148637488,0.979018
D.bunnanda,151823105,VNKE01004234.1,1,2012,1.32523e-05,148639500,0.979031
D.bunnanda,151823105,VNKE01002570.1,1,2012,1.32523e-05,148641512,0.979044
D.bunnanda,151823105,VNKE01003135.1,1,2011,1.32457e-05,148643523,0.979057
D.bunnanda,151823105,VNKE01005052.1,1,2010,1.32391e-05,148645533,0.979071
D.bunnanda,151823105,VNKE01003941.1,1,2010,1.32391e-05,148647543,0.979084
D.bunnanda,151823105,VNKE01002791.1,1,2010,1.32391e-05,148649553,0.979097
D.bunnanda,151823105,VNKE01001083.1,1,2010,1.32391e-05,148651563,0.97911
D.bunnanda,151823105,VNKE01005593.1,1,2009,1.32325e-05,148653572,0.979124
D.bunnanda,151823105,VNKE01004683.1,1,2009,1.32325e-05,148655581,0.979137
D.bunnanda,151823105,VNKE01003145.1,1,2008,1.32259e-05,148657589,0.97915
D.bunnanda,151823105,VNKE01006499.1,1,2007,1.32193e-05,148659596,0.979163
D.bunnanda,151823105,VNKE01005948.1,1,2007,1.32193e-05,148661603,0.979176
D.bunnanda,151823105,VNKE01004957.1,1,2005,1.32062e-05,148663608,0.97919
D.bunnanda,151823105,VNKE01001913.1,1,2004,1.31996e-05,148665612,0.979203
D.bunnanda,151823105,VNKE01001721.1,1,2004,1.31996e-05,148667616,0.979216
D.bunnanda,151823105,VNKE01000672.1,1,2004,1.31996e-05,148669620,0.979229
D.bunnanda,151823105,VNKE01006519.1,1,2003,1.3193e-05,148671623,0.979242
D.bunnanda,151823105,VNKE01002230.1,1,2003,1.3193e-05,148673626,0.979256
D.bunnanda,151823105,VNKE01000566.1,1,2003,1.3193e-05,148675629,0.979269
D.bunnanda,151823105,VNKE01003159.1,1,2001,1.31798e-05,148677630,0.979282
D.bunnanda,151823105,VNKE01002790.1,1,2001,1.31798e-05,148679631,0.979295
D.bunnanda,151823105,VNKE01004184.1,1,2000,1.31732e-05,148681631,0.979308
D.bunnanda,151823105,VNKE01003708.1,1,2000,1.31732e-05,148683631,0.979322
D.bunnanda,151823105,VNKE01003035.1,1,1997,1.31535e-05,148685628,0.979335
D.bunnanda,151823105,VNKE01000499.1,1,1997,1.31535e-05,148687625,0.979348
D.bunnanda,151823105,VNKE01003707.1,1,1995,1.31403e-05,148689620,0.979361
D.bunnanda,151823105,VNKE01003706.1,1,1995,1.31403e-05,148691615,0.979374
D.bunnanda,151823105,VNKE01003704.1,1,1993,1.31271e-05,148693608,0.979387
